time(0.000003,0.000011,0.000054,0.000273,0.001312,0.006285,0.029284)
time(0.000002,0.000010,0.000049,0.000245,0.001192,0.005660,0.026589)
time(0.000003,0.000011,0.000054,0.000271,0.001312,0.006249,0.026124)
time(0.000003,0.000010,0.000049,0.000301,0.001311,0.006241,0.029862)
time(0.000003,0.000011,0.000048,0.000248,0.001197,0.005707,0.024793)
time(0.000003,0.000010,0.000045,0.000247,0.001190,0.005207,0.022458)
time(0.000003,0.000010,0.000049,0.000248,0.001195,0.005334,0.023012)
time(0.000002,0.000008,0.000041,0.000210,0.001015,0.004823,0.021846)
time(0.000002,0.000008,0.000039,0.000195,0.000940,0.004480,0.021056)
time(0.000002,0.000008,0.000039,0.000195,0.000941,0.004478,0.024273)
time(0.000002,0.000008,0.000041,0.000208,0.001006,0.004863,0.022228)
time(0.000002,0.000007,0.000039,0.000290,0.000939,0.004548,0.020900)
time(0.000003,0.000009,0.000045,0.000225,0.001178,0.005835,0.026677)
time(0.000003,0.000010,0.000044,0.000225,0.001095,0.005223,0.023525)
time(0.000002,0.000009,0.000045,0.000227,0.001091,0.005092,0.022552)
time(0.000003,0.000009,0.000044,0.000229,0.001190,0.005241,0.024384)
time(0.000003,0.000010,0.000152,0.000272,0.001316,0.005672,0.024514)
time(0.000002,0.000010,0.000045,0.000227,0.001193,0.005741,0.027485)
time(0.000003,0.000010,0.000048,0.000309,0.001194,0.005706,0.026787)
time(0.000002,0.000009,0.000044,0.000226,0.001145,0.005252,0.024250)
time(0.000002,0.000009,0.000045,0.000226,0.001098,0.005290,0.026783)
time(0.000002,0.000008,0.000041,0.000209,0.001007,0.005064,0.022430)
time(0.000002,0.000008,0.000037,0.000193,0.000940,0.004521,0.149667)
time(0.000003,0.000011,0.000053,0.000273,0.001319,0.006253,0.033127)
time(0.000002,0.000009,0.000044,0.000225,0.001095,0.005287,0.024235)
time(0.000002,0.000011,0.000053,0.000271,0.001318,0.006252,0.029594)
time(0.000002,0.000009,0.000049,0.000248,0.001193,0.005732,0.024622)
time(0.000003,0.000011,0.000054,0.000273,0.001323,0.006277,0.030440)
time(0.000003,0.000011,0.000054,0.000270,0.001312,0.006311,0.026441)
time(0.000003,0.000009,0.000049,0.000246,0.001233,0.005236,0.024170)
time(0.000002,0.000008,0.000041,0.000209,0.001007,0.004841,0.022390)
time(0.000002,0.000008,0.000038,0.000194,0.000941,0.004510,0.022139)
time(0.000002,0.000008,0.000041,0.000195,0.001007,0.004739,0.024417)
time(0.000002,0.000008,0.000042,0.000214,0.001009,0.004471,0.020935)
time(0.000002,0.000009,0.000044,0.000229,0.001093,0.005206,0.022959)
time(0.000002,0.000009,0.000045,0.000227,0.001160,0.005257,0.024441)
time(0.000002,0.000009,0.000044,0.000227,0.001088,0.005476,0.024199)
time(0.000003,0.000011,0.000053,0.000272,0.001319,0.006288,0.029415)
time(0.000002,0.000010,0.000049,0.000246,0.001196,0.005826,0.029535)
time(0.000003,0.000011,0.000054,0.000274,0.001192,0.005683,0.026718)
time(0.000003,0.000011,0.000053,0.000438,0.001591,0.006534,0.030036)
time(0.000003,0.000011,0.000053,0.000344,0.001315,0.006252,0.029326)
time(0.000003,0.000010,0.000054,0.000273,0.001319,0.006282,0.029259)
time(0.000003,0.000011,0.000054,0.000248,0.001316,0.005893,0.030608)
time(0.000003,0.000011,0.000053,0.000273,0.001310,0.006142,0.026895)
time(0.000003,0.000010,0.000049,0.000248,0.001196,0.005766,0.026592)
time(0.000003,0.000010,0.000053,0.000253,0.001189,0.005765,0.026760)
time(0.000002,0.000009,0.000044,0.000249,0.001191,0.005705,0.028604)
time(0.000003,0.000009,0.000045,0.000226,0.001192,0.005941,0.026673)
time(0.000003,0.000010,0.000044,0.000249,0.001219,0.005875,0.026560)
