time(0.000002,0.000006,0.000031,0.000153,0.000702,0.003325,0.015374)
time(0.000002,0.000005,0.000029,0.000140,0.000682,0.002946,0.014059)
time(0.000001,0.000005,0.000027,0.000129,0.000584,0.002701,0.012754)
time(0.000002,0.000006,0.000032,0.000153,0.000702,0.003355,0.015804)
time(0.000002,0.000005,0.000027,0.000127,0.000580,0.002709,0.011860)
time(0.000001,0.000005,0.000024,0.000118,0.000535,0.002513,0.011848)
time(0.000001,0.000005,0.000026,0.000127,0.000565,0.002712,0.012947)
time(0.000002,0.000005,0.000029,0.000142,0.000581,0.002900,0.012999)
time(0.000001,0.000004,0.000023,0.000109,0.000496,0.002338,0.011091)
time(0.000001,0.000004,0.000025,0.000118,0.000541,0.002512,0.011078)
time(0.000001,0.000005,0.000023,0.000110,0.000501,0.002337,0.011142)
time(0.000001,0.000005,0.000024,0.000118,0.000536,0.002517,0.011779)
time(0.000002,0.000005,0.000040,0.000128,0.000580,0.002707,0.013096)
time(0.000001,0.000005,0.000027,0.000130,0.000538,0.003039,0.013800)
time(0.000001,0.000005,0.000028,0.000141,0.000633,0.002720,0.012743)
time(0.000002,0.000006,0.000033,0.000155,0.001083,0.003257,0.014508)
time(0.000002,0.000006,0.000029,0.000128,0.000582,0.002810,0.013540)
time(0.000001,0.000005,0.000028,0.000139,0.000634,0.003029,0.014212)
time(0.000001,0.000005,0.000026,0.000128,0.000583,0.002708,0.012764)
time(0.000001,0.000005,0.000024,0.000119,0.000535,0.002323,0.011116)
time(0.000001,0.000005,0.000026,0.000140,0.000734,0.002980,0.013437)
time(0.000001,0.000005,0.000027,0.000128,0.000581,0.003094,0.014014)
time(0.000002,0.000006,0.000032,0.000154,0.000699,0.003261,0.014212)
time(0.000002,0.000006,0.000031,0.000155,0.000698,0.003256,0.015584)
time(0.000002,0.000005,0.000029,0.000153,0.000912,0.003250,0.015563)
time(0.000001,0.000005,0.000029,0.000140,0.000635,0.002969,0.014039)
time(0.000001,0.000005,0.000029,0.000140,0.000636,0.003632,0.065746)
time(0.000002,0.000006,0.000031,0.000155,0.000699,0.003380,0.015659)
time(0.000002,0.000005,0.000028,0.000139,0.000638,0.002960,0.013302)
time(0.000001,0.000005,0.000026,0.000127,0.000584,0.002718,0.012848)
time(0.000001,0.000005,0.000028,0.000141,0.000646,0.002715,0.012508)
time(0.000001,0.000005,0.000024,0.000118,0.000536,0.002536,0.011235)
time(0.000001,0.000004,0.000025,0.000118,0.000536,0.002459,0.011035)
time(0.000001,0.000005,0.000022,0.000119,0.000501,0.002466,0.010936)
time(0.000001,0.000005,0.000024,0.000119,0.000565,0.002712,0.013109)
time(0.000002,0.000006,0.000029,0.000141,0.000700,0.002965,0.014181)
time(0.000002,0.000006,0.000028,0.000141,0.000637,0.002962,0.012783)
time(0.000001,0.000005,0.000028,0.000140,0.000635,0.002965,0.013306)
time(0.000002,0.000005,0.000032,0.000153,0.000698,0.003262,0.015798)
time(0.000002,0.000006,0.000032,0.000154,0.000697,0.003289,0.015498)
time(0.000003,0.000006,0.000032,0.000161,0.000854,0.003317,0.016886)
time(0.000002,0.000006,0.000032,0.000154,0.000753,0.003271,0.015436)
time(0.000002,0.000006,0.000031,0.000154,0.000702,0.003268,0.014160)
time(0.000002,0.000006,0.000031,0.000154,0.000703,0.003270,0.014060)
time(0.000001,0.000006,0.000032,0.000139,0.000636,0.002964,0.013894)
time(0.000002,0.000006,0.000031,0.000154,0.000702,0.003272,0.016427)
time(0.000002,0.000006,0.000029,0.000138,0.000638,0.003237,0.014241)
time(0.000001,0.000005,0.000024,0.000117,0.000537,0.002543,0.011858)
time(0.000001,0.000005,0.000026,0.000128,0.000582,0.002831,0.011881)
time(0.000001,0.000005,0.000026,0.000128,0.000580,0.002837,0.013011)
